City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
286,alik ghund,30.4896,67.5226,0.18,52,6,2.75,PK,1702343212
287,inhambane,-23.865,35.3833,25.57,95,100,3.44,MZ,1702343202
288,vernon,50.2581,-119.2691,2.64,88,66,0.86,CA,1702343213
289,glace bay,46.1969,-59.957,14.32,95,100,15.43,CA,1702343214
290,banda aceh,5.5577,95.3222,26.51,81,98,1.0,ID,1702343214
291,angaur state,6.906,134.13,28.36,76,91,4.93,PW,1702343214
292,alofi,-19.0595,-169.9187,28.94,70,75,4.63,NU,1702343215
293,al ghayzah,16.2079,52.176,22.18,61,6,2.85,YE,1702343215
294,pisco,-13.7,-76.2167,20.03,83,0,7.72,PE,1702343033
295,strugi-krasnyye,58.2675,29.1114,-3.45,96,100,3.64,RU,1702343216
296,kingston,17.997,-76.7936,28.53,74,20,9.26,JM,1702342920
297,puerto deseado,-47.7503,-65.8938,11.09,79,67,5.23,AR,1702343216
298,sisimiut,66.9395,-53.6735,-0.92,94,100,6.66,GL,1702343019
299,richards bay,-28.783,32.0377,19.34,94,97,1.66,ZA,1702343217
300,tangalle,6.024,80.7911,24.09,90,100,1.55,LK,1702342988
301,xianning,29.8833,114.2167,4.66,73,27,2.2,CN,1702343217
302,gizo,-8.103,156.8419,28.23,75,82,4.13,SB,1702343218
303,salinopolis,-0.6136,-47.3561,27.18,81,83,6.1,BR,1702343218
304,fuengirola,36.54,-4.6247,19.91,67,0,4.63,ES,1702343026
305,kupang,-10.1667,123.5833,29.32,89,75,2.57,ID,1702343219
306,los aquijes,-14.0967,-75.6908,22.97,60,43,1.2,PE,1702343219
307,nueil-les-aubiers,46.9377,-0.5887,14.38,97,100,4.49,FR,1702343219
308,bereket,39.2446,55.5154,-1.31,43,13,10.24,TM,1702343220
309,querqueville,49.6625,-1.6912,11.82,100,100,5.14,FR,1702343220
310,i-n-salah,27.1935,2.4607,14.71,36,6,5.18,DZ,1702343220
311,carriere,10.0341,-12.8657,20.05,47,14,0.84,GN,1702343220
312,mitu,1.1983,-70.1733,23.15,97,14,0.58,CO,1702343221
313,minas de marcona,-15.2119,-75.1103,16.47,80,19,4.73,PE,1702343221
314,vorkuta,67.5,64.0,-16.8,90,100,6.54,RU,1702343025
315,alexandria,31.2156,29.9553,18.08,59,1,2.44,EG,1702343222
316,mil'kovo,55.6078,37.7956,-5.87,93,100,6.64,RU,1702343203
317,porto belo,-27.1578,-48.5531,21.97,93,53,2.59,BR,1702342995
318,duyun,26.2667,107.5167,7.97,87,99,2.07,CN,1702343131
319,vattalkundu,10.1667,77.7667,21.91,94,94,1.47,IN,1702343223
320,choyr,46.3611,108.3611,-20.41,93,83,1.94,MN,1702343224
321,la'ie,21.6477,-157.9253,29.66,74,29,3.58,US,1702343200
322,susuman,62.7833,148.1667,-21.68,96,100,2.24,RU,1702343224
323,kapoeta,4.7717,33.5903,29.32,36,87,4.71,SS,1702343225
324,iwaki,37.05,140.8833,11.74,95,100,3.65,JP,1702343225
325,saint-joseph,-21.3667,55.6167,21.37,78,53,4.35,RE,1702343226
326,codrington,-38.2667,141.9667,32.81,35,100,5.29,AU,1702343061
327,kogalym,62.2654,74.4791,-30.5,91,100,4.51,RU,1702343226
328,severo-yeniseyskiy,60.3725,93.0408,-40.24,100,59,0.45,RU,1702343190
329,pericos,25.05,-107.7,24.95,61,5,1.18,MX,1702343227
330,oarai,36.3167,140.6,12.41,92,100,4.24,JP,1702343227
331,vilyuysk,63.7553,121.6247,-27.97,97,99,3.01,RU,1702343155
332,kapa'a,22.0752,-159.319,27.99,84,75,4.12,US,1702343085
333,thunder bay,48.4001,-89.3168,-2.01,69,100,8.23,CA,1702343095
334,berdigestyakh,62.0989,126.6992,-28.62,95,100,3.45,RU,1702343207
335,caarapo,-22.6342,-54.8222,21.86,85,4,2.37,BR,1702343229
336,newman,37.3138,-121.0208,14.13,50,5,2.02,US,1702343229
337,ataq,14.5377,46.8319,13.95,33,87,2.13,YE,1702343229
338,cinisi,38.1562,13.1073,16.59,72,0,8.23,IT,1702343230
339,flin flon,54.7682,-101.865,-12.47,76,100,7.65,CA,1702343230
340,acarau,-2.8856,-40.12,26.65,79,15,7.22,BR,1702343230
341,nahan,30.55,77.3,10.06,42,5,1.89,IN,1702343230
342,parabel',58.6978,81.4825,-30.61,95,35,2.24,RU,1702343231
343,machina,13.1364,10.0492,15.36,37,0,3.99,NG,1702343231
344,edremit,39.5961,27.0244,6.93,100,0,1.54,TR,1702343231
345,pandan,14.0453,124.1694,27.95,79,29,3.77,PH,1702343232
346,wagar,16.1525,36.2032,24.96,58,4,3.66,SD,1702343232
347,laojunmiao,39.8333,97.7333,0.04,12,99,3.34,CN,1702343233
348,san,13.3034,-4.8956,23.07,16,0,3.83,ML,1702343149
349,terrace,54.5163,-128.6035,-2.8,96,49,0.85,CA,1702343233
350,coxim,-18.5067,-54.76,27.9,55,9,1.73,BR,1702343234
351,novodvinsk,64.4165,40.8122,-14.14,94,100,3.14,RU,1702343098
352,urangan,-25.3,152.9,26.19,60,18,6.12,AU,1702343234
353,am timan,11.0297,20.2827,21.93,20,100,3.6,TD,1702343235
354,cidreira,-30.1811,-50.2056,21.17,81,1,7.96,BR,1702343235
355,gargalianoi,37.0667,21.6333,10.2,77,31,4.62,GR,1702343236
356,obock,12.25,43.0833,19.01,83,94,5.74,DJ,1702343236
357,verkhnevilyuysk,63.4453,120.3167,-29.35,97,99,2.68,RU,1702343208
358,viedma,-40.8135,-62.9967,18.13,75,1,8.55,AR,1702343236
359,lautoka,-17.6167,177.4667,30.92,48,40,9.26,FJ,1702343236
360,macas,-2.3167,-78.1167,20.47,95,44,1.01,EC,1702343237
361,banfora,10.6333,-4.7667,23.12,15,0,2.37,BF,1702343237
362,alvear,-29.0968,-56.5504,21.97,75,0,3.57,AR,1702343238
363,sterling,39.0062,-77.4286,3.55,64,0,3.13,US,1702343238
364,merizo village,13.2658,144.6691,31.31,83,19,6.56,GU,1702343238
365,senanga,-16.1167,23.2667,21.15,79,100,2.45,ZM,1702343239
366,norilsk,69.3535,88.2027,-24.28,98,100,3.24,RU,1702343239
367,hanover,52.3705,9.7332,7.43,90,100,3.09,DE,1702343235
368,los andes,-32.8337,-70.5983,20.01,53,0,1.24,CL,1702343239
369,guanica,17.9716,-66.908,26.7,60,0,3.59,PR,1702343240
370,gorom-gorom,14.4439,-0.2361,20.9,19,0,5.37,BF,1702343240
371,tarawa,1.419,172.984,28.03,77,99,1.77,KI,1702343240
372,strathmore,51.0501,-113.3852,-8.57,90,100,3.21,CA,1702343240
373,vila velha,-20.3297,-40.2925,26.08,82,0,2.68,BR,1702343160
374,zinjibar,13.1287,45.3807,24.18,73,86,3.59,YE,1702343241
375,kirkwall,58.9848,-2.9587,2.03,87,75,1.03,GB,1702343241
376,ittiri,40.5929,8.5684,13.5,96,48,3.17,IT,1702343241
377,labrador city,52.9463,-66.9114,-8.27,95,100,3.61,CA,1702343215
378,robbah,33.2797,6.9098,15.94,37,0,4.01,DZ,1702343242
379,egilsstadir,65.2653,-14.3948,-2.05,74,100,1.54,IS,1702343001
380,geraldton,-28.7667,114.6,33.23,14,0,8.75,AU,1702343201
381,alice springs,-23.7,133.8833,22.75,33,0,3.6,AU,1702343243
382,prainha,-1.8,-53.48,26.57,74,100,1.45,BR,1702343243
383,gopalganj,26.4667,84.4333,13.71,47,0,1.54,IN,1702343243
384,nieuw amsterdam,5.8833,-55.0833,26.19,92,20,1.54,SR,1702343191
385,tamanrasset,22.785,5.5228,13.95,18,0,4.63,DZ,1702342947
386,ushtobe,45.2514,77.9838,-8.42,94,100,2.33,KZ,1702343244
387,paradip garh,20.3167,86.6167,17.54,54,1,3.66,IN,1702343244
388,selfoss,63.9331,-20.9971,-5.08,92,32,2.69,IS,1702343245
389,mkushi,-13.6202,29.3939,17.84,94,100,0.94,ZM,1702343245
390,seydi,39.4816,62.9137,-5.99,29,0,6.64,TM,1702343245
391,ouani,-12.1322,44.4258,27.23,79,56,3.73,KM,1702343246
392,bonthe,7.5264,-12.505,26.28,82,11,1.97,SL,1702343247
393,skovorodino,53.9833,123.9167,-31.28,91,5,1.41,RU,1702343247
394,ust'-barguzin,53.45,108.9833,-24.71,99,100,2.95,RU,1702343247
395,sabha,27.0377,14.4283,11.43,57,0,2.02,LY,1702343248
396,hovd,48.0056,91.6419,-16.99,83,100,0.69,MN,1702343228
397,santa maria,-29.6842,-53.8069,22.61,73,0,2.06,BR,1702343028
398,puerto lempira,15.2667,-83.7667,25.42,90,79,5.34,HN,1702343249
399,aldan,58.6031,125.3894,-33.17,97,100,1.95,RU,1702343249
400,waimes,50.4149,6.1121,7.33,93,100,3.09,BE,1702343249
401,morez,46.5254,6.0259,10.47,91,100,1.13,FR,1702343250
402,tumaco,1.7986,-78.8156,25.36,90,5,3.11,CO,1702343250
403,tromso,69.6496,18.957,-2.99,86,75,2.57,NO,1702343250
404,armacao de buzios,-22.7469,-41.8817,22.57,93,51,4.06,BR,1702343251
405,el-tor,28.2364,33.6254,18.77,41,0,6.1,EG,1702343251
406,mahanoro,-19.9,48.8,24.13,90,31,1.63,MG,1702343252
407,kwaksan,39.6875,125.0828,-4.12,81,87,2.49,KP,1702343252
408,litvinov,50.6042,13.6181,7.26,85,82,4.79,CZ,1702343253
409,greymouth,-42.4667,171.2,13.64,59,79,9.24,NZ,1702343022
410,carauari,-4.8828,-66.8958,23.79,99,100,1.37,BR,1702343073
411,nishinoomote,30.7333,131.0,21.14,75,79,11.5,JP,1702343254
412,kasangulu,-4.5911,15.1708,23.52,96,99,0.89,CD,1702343254
413,loja,-3.9931,-79.2042,17.47,92,43,1.34,EC,1702343254
414,dudinka,69.4058,86.1778,-24.62,98,100,6.26,RU,1702343255
415,meulaboh,4.1363,96.1285,24.44,94,100,1.72,ID,1702343070
416,nichinan,31.6,131.3667,20.55,81,20,4.28,JP,1702343255
417,ola,59.5833,151.2833,-6.22,87,100,5.37,RU,1702343255
418,abatskoye,56.2875,70.4555,-33.48,99,6,2.43,RU,1702343256
419,mwatate,-3.5029,38.3795,20.24,90,100,0.95,KE,1702343256
420,levuka,50.1834,-105.4011,-6.23,39,35,6.62,CA,1702343256
421,diapaga,12.0708,1.7889,21.62,20,2,4.81,BF,1702343256
422,grand gaube,-20.0064,57.6608,25.22,88,55,0.45,MU,1702343234
423,ivdel',60.6911,60.4206,-31.01,99,100,1.79,RU,1702343257
424,portland,45.5234,-122.6762,11.01,93,100,1.34,US,1702343093
425,ozu,33.5,132.55,17.32,93,100,2.71,JP,1702343257
426,presidente epitacio,-21.7633,-52.1156,26.74,58,11,2.66,BR,1702342997
427,pervomayskoye,43.919,46.7102,5.09,75,100,12.1,RU,1702343258
428,kargil,34.5667,76.1,-5.19,43,100,2.63,IN,1702343258
429,laayoune,27.1622,-13.2032,19.57,24,6,4.76,EH,1702343258
430,borogontsy,62.6683,131.1683,-35.29,99,100,0.6,RU,1702343230
431,paracuru,-3.41,-39.0306,27.84,78,4,5.5,BR,1702343259
432,vilhena,-12.7406,-60.1458,23.13,84,84,0.74,BR,1702343076
433,san luis de la loma,17.2706,-100.8939,26.46,76,100,0.71,MX,1702343259
434,tinogasta,-28.0632,-67.5649,28.07,39,2,3.28,AR,1702343259
435,concepcion,-36.827,-73.0498,14.89,77,75,4.63,CL,1702342981
436,san felice circeo,41.2372,13.0942,15.51,99,98,3.51,IT,1702343260
437,nkove,-7.95,30.85,22.66,84,100,2.61,TZ,1702343260
438,sittwe,20.15,92.9,19.92,85,4,2.41,MM,1702343260
439,antsiranana,-12.2787,49.2917,25.4,82,100,5.1,MG,1702343261
440,takoradi,4.8845,-1.7554,26.65,84,10,2.82,GH,1702343261
441,yambio,4.5721,28.3955,24.64,63,96,0.98,SS,1702343261
442,kegen,43.0197,79.2203,-12.96,96,100,2.12,KZ,1702343262
443,bontang,0.1333,117.5,26.85,82,100,1.12,ID,1702343262
444,vigan,17.5747,120.3869,28.85,79,88,1.65,PH,1702343256
445,hjorring,57.4642,9.9823,1.95,89,100,5.44,DK,1702343263
446,brokopondo,4.75,-55.1667,26.04,83,41,3.25,SR,1702343263
447,roxas,11.5853,122.7511,25.64,83,100,5.19,PH,1702343263
448,bayanhongor,46.7167,100.1167,-18.11,96,97,0.6,MN,1702343264
449,nuuk,64.1835,-51.7216,1.34,86,100,17.49,GL,1702343264
450,wynyard,-41.0,145.7167,18.67,72,100,3.25,AU,1702343065
451,san clemente del tuyu,-36.3569,-56.7235,19.43,85,79,10.25,AR,1702343264
452,fort bragg,35.139,-79.006,3.28,90,0,0.0,US,1702343265
453,muravlenko,63.7898,74.523,-27.84,85,100,6.12,RU,1702343265
454,asau,46.4333,26.4,-3.49,77,100,3.01,RO,1702343265
455,kataysk,56.289,62.5841,-32.81,98,46,2.46,RU,1702343265
456,shimoda,34.6667,138.95,13.95,96,100,6.89,JP,1702343266
457,mpulungu,-8.7623,31.1141,22.27,84,92,1.83,ZM,1702343266
458,cooper's town,26.8667,-77.5167,21.9,73,100,8.49,BS,1702343266
459,hoshcha,50.6003,26.6744,0.78,91,92,3.51,UA,1702343266
460,riachao das neves,-11.7461,-44.91,24.43,52,45,1.09,BR,1702343267
461,saldanha,-33.0117,17.9442,16.92,85,97,10.5,ZA,1702343267
462,hlusk,52.903,28.6845,0.4,99,100,4.4,BY,1702343267
463,fisterra,42.9049,-9.2629,15.57,95,100,7.95,ES,1702343267
464,saint-philippe,-21.3585,55.7679,21.77,79,62,3.99,RE,1702343268
465,aral,40.5156,81.2636,-2.93,56,53,1.44,CN,1702343268
466,chifeng,42.2683,118.9636,-13.91,58,89,0.88,CN,1702343269
467,horta,38.5333,-28.6333,12.79,81,12,2.24,PT,1702343269
468,tres pontas,-21.3667,-45.5125,19.16,89,3,0.8,BR,1702343269
469,yanchep,-31.55,115.6833,26.64,39,0,4.33,AU,1702343269
470,jammalamadugu,14.8333,78.4,19.85,94,76,2.06,IN,1702343269
471,kristiansund,63.1115,7.732,-1.64,74,20,1.54,NO,1702343270
472,bikenibeu village,1.3673,173.1241,27.94,76,100,1.56,KI,1702343270
473,raduzhny,62.0961,77.475,-29.29,93,100,2.88,RU,1702343270
474,santa barbara,34.7333,-120.0343,14.69,69,0,4.12,US,1702343134
475,chui,-33.6971,-53.4616,18.58,92,100,5.05,UY,1702343145
476,halstead,51.328,0.1327,9.72,53,95,2.63,GB,1702343271
477,olinda,-8.0089,-34.8553,27.85,74,40,4.12,BR,1702343180
478,abepura,-2.6333,140.5833,29.45,66,20,2.57,ID,1702343271
479,vimmerby,57.6659,15.8552,-1.0,96,100,3.5,SE,1702343272
480,karabar,-35.3753,149.2308,28.84,55,100,2.06,AU,1702343272
481,taksimo,56.3444,114.8794,-33.77,96,71,0.26,RU,1702343273
482,tshabong,-26.05,22.45,20.58,22,0,3.45,BW,1702343273
483,lompoc,34.6391,-120.4579,16.08,81,0,3.09,US,1702343273
484,halifax,44.6453,-63.5724,10.94,95,100,3.13,CA,1702343106
485,laguna,38.421,-121.4238,14.11,56,0,0.0,US,1702343214
486,praia,14.9215,-23.5087,22.3,83,57,3.09,CV,1702343273
487,baloc,15.6435,120.8852,28.7,66,55,1.69,PH,1702343274
488,marsh harbour,26.5412,-77.0636,22.8,79,100,9.09,BS,1702343133
489,lethem,3.3803,-59.7968,28.56,59,100,5.53,GY,1702343274
490,wellston,39.1234,-82.5329,0.94,79,6,1.9,US,1702343195
491,howrah,22.5892,88.3103,16.0,82,0,0.0,IN,1702343275
492,ha'il,27.5219,41.6907,14.01,28,0,3.09,SA,1702343275
493,belmonte,-15.8631,-38.8828,25.57,84,7,4.91,BR,1702343185
494,kampong pangkal kalong,5.9167,102.2167,24.87,94,93,0.52,MY,1702343275
495,altai,46.3722,96.2583,-15.29,92,67,0.7,MN,1702343083
496,san luis,-33.295,-66.3356,26.32,36,0,10.3,AR,1702343106
497,khovd,48.0056,91.6419,-17.14,76,100,0.46,MN,1702343077
498,dunedin,-45.8742,170.5036,12.11,64,91,5.36,NZ,1702343276
499,plastun,44.7561,136.2939,-10.79,42,100,4.57,RU,1702343276
500,makariv,50.4641,29.8113,-1.59,96,83,3.6,UA,1702343277
501,aykhal,66.0,111.5,-26.23,99,100,2.23,RU,1702343277
502,lazaro cardenas,17.9583,-102.2,26.19,70,6,1.82,MX,1702343277
503,egbe,8.2167,5.5167,22.43,30,77,2.03,NG,1702343277
504,rosignol,6.2833,-57.5333,24.87,90,96,2.05,GY,1702343278
505,bodaybo,57.8506,114.1933,-29.21,100,100,0.34,RU,1702343278
506,sunchales,-30.944,-61.5615,23.92,54,0,3.81,AR,1702343279
507,shimanovsk,52.0,127.7,-25.02,79,6,3.28,RU,1702343279
508,as sulayyil,20.4607,45.5779,13.14,32,51,3.05,SA,1702343279
509,usogorsk,63.4106,48.6872,-15.74,92,100,5.17,RU,1702343279
510,vila franca do campo,37.7167,-25.4333,13.23,84,100,2.35,PT,1702343070
511,nacala,-14.5428,40.6728,25.42,88,61,1.7,MZ,1702343280
512,cobija,-11.0267,-68.7692,26.72,74,100,0.8,BO,1702343280
513,haffouz,35.6324,9.6762,15.44,54,0,2.36,TN,1702343280
514,machico,32.7,-16.7667,19.35,82,20,3.09,PT,1702343281
515,dzhetygara,52.1908,61.2006,-28.13,96,24,3.53,KZ,1702343281
516,trail,49.0998,-117.7022,-1.19,96,23,0.66,CA,1702343276
517,kosh-agach,50.0,88.6667,-27.05,90,100,0.45,RU,1702343083
518,shahr-e babak,30.1165,55.1186,7.51,23,86,1.33,IR,1702343069
519,nikolayevsk-on-amure,53.1406,140.73,-23.78,88,11,1.92,RU,1702343109
520,chilecito,-29.1619,-67.4974,26.95,40,0,4.53,AR,1702343282
521,iaciara,-14.0958,-46.6317,23.96,60,61,0.79,BR,1702343282
522,primorsk,46.7348,36.3443,5.51,86,100,7.1,UA,1702343282
523,nizhneudinsk,54.9076,99.0276,-34.48,99,9,0.7,RU,1702343282
524,las marias,18.2933,-67.1463,26.75,85,0,1.34,PR,1702343283
525,san antonio de pale,-1.4014,5.6325,26.42,82,100,2.84,GQ,1702343283
526,ashta,23.0167,76.7167,15.42,62,17,1.16,IN,1702343283
527,galesong,-5.3166,119.3661,27.01,71,90,3.21,ID,1702343283
528,barra,-11.0894,-43.1417,25.84,59,28,1.6,BR,1702343284
529,hadibu,12.65,54.0333,24.02,72,74,4.54,YE,1702343253
530,mena,51.5217,32.2157,0.69,100,100,4.49,UA,1702343284
531,fortuna,40.5982,-124.1573,12.74,94,100,5.14,US,1702343284
532,nsanje,-16.92,35.262,24.77,85,100,1.12,MW,1702343285
533,viqueque,-8.8673,126.3658,30.51,64,84,0.79,TL,1702343285
534,kralendijk,12.15,-68.2667,27.99,78,20,5.66,BQ,1702343088
535,callao,-12.0667,-77.15,22.62,77,20,4.63,PE,1702343079
536,kashmar,35.2383,58.4656,7.86,53,100,2.42,IR,1702343247
537,porto velho,-8.7619,-63.9039,25.03,94,75,1.54,BR,1702343286
538,jumelles,47.4351,-0.1037,13.88,99,100,4.22,FR,1702343286
539,kyzyl,51.7,94.45,-33.88,99,100,0.45,RU,1702343287
540,cheongsong gun,36.4335,129.057,5.57,83,100,3.92,KR,1702343287
541,san pedro pochutla,15.7333,-96.4667,25.84,73,100,1.64,MX,1702343287
542,broken hill,-31.95,141.4333,30.32,28,2,2.16,AU,1702343245
543,kargasok,59.0556,80.8572,-28.91,93,36,3.13,RU,1702343288
544,dalandzadgad,43.5708,104.425,-6.23,52,93,0.95,MN,1702343288
545,agat village,13.3886,144.6585,31.52,74,75,6.69,GU,1702343288
546,port augusta,-32.5,137.7667,24.11,32,0,6.14,AU,1702343288
547,holualoa,19.6228,-155.9522,26.42,83,75,3.6,US,1702343289
548,dhuusamarreeb,5.535,46.3861,23.07,78,52,4.58,SO,1702343289
549,dadukou,26.5479,101.7054,11.41,75,0,0.43,CN,1702343290
550,al wajh,26.2455,36.4525,21.97,78,75,0.0,SA,1702343290
551,freetown,8.484,-13.2299,26.28,79,67,2.62,SL,1702343290
552,borba,-4.3878,-59.5939,23.7,98,100,1.28,BR,1702343291
553,necochea,-38.5473,-58.7368,19.94,60,65,6.52,AR,1702343291
554,mar del plata,-38.0023,-57.5575,19.9,89,80,12.07,AR,1702343291
555,kudymkar,59.0173,54.656,-28.51,91,100,3.19,RU,1702343291
556,forster,-32.1667,152.5167,26.83,67,0,4.33,AU,1702343291
557,katsuura,35.1333,140.3,15.01,94,100,11.23,JP,1702343039
558,eyl,7.9803,49.8164,24.46,74,100,6.79,SO,1702343144
559,colonia,50.9333,6.95,9.36,82,75,2.06,DE,1702343219
560,capao da canoa,-29.7456,-50.0097,21.11,83,43,6.83,BR,1702343067
561,imuris,30.7833,-110.8667,15.17,14,100,0.58,MX,1702343293
562,sao joao da barra,-21.6403,-41.0511,23.79,94,100,3.7,BR,1702343293
563,enewetak,11.3474,162.3373,27.92,75,9,8.23,MH,1702343293
564,lorengau,-2.0226,147.2712,30.12,73,95,5.93,PG,1702343091
565,la paz,-16.5,-68.15,12.99,74,75,1.03,BO,1702343294
566,palu,-0.8917,119.8707,30.2,65,20,0.93,ID,1702343294
567,torghay,49.6339,63.4981,-25.94,75,5,7.76,KZ,1702343295
568,pemangkat,1.1667,108.9667,26.5,83,70,2.14,ID,1702343295
569,nyurba,63.2842,118.3319,-31.1,99,99,2.25,RU,1702343295
570,kourou,5.1552,-52.6478,27.03,88,18,2.85,GF,1702343295
571,pionerskiy,54.9508,20.2275,0.42,90,100,2.75,RU,1702343057
572,tofol,5.3248,163.0078,30.88,70,75,6.69,FM,1702343296
573,island harbour,50.724,-1.2758,12.74,94,94,3.13,GB,1702343296
